Video_Name	Difficulty_Score    Execution_Score Total_Score	Penalty	Video_length
Hoop_210	9.70	6.15	15.85	0.00	93
Hoop_211	12.80	8.05	20.85	0.00	92
Hoop_212	8.10	5.45	13.55	0.00	93
Hoop_213	11.80	7.30	19.10	0.00	93
Hoop_214	12.20	7.70	19.90	0.00	93
Hoop_215	9.50	5.75	15.25	0.00	93
Hoop_216	8.90	5.70	14.60	0.00	91
Hoop_217	9.30	5.40	14.70	0.00	89
Hoop_219	10.30	7.00	17.30	0.00	91
Hoop_220	9.10	7.15	16.20	0.05	95
Hoop_221	9.90	7.20	17.05	0.05	93
Hoop_222	12.50	7.90	20.40	0.00	91
Hoop_223	8.60	6.15	14.65	0.10	94
Hoop_224	13.30	8.30	21.60	0.00	95
Hoop_225	8.40	4.45	12.80	0.05	94
Hoop_227	9.00	5.95	14.95	0.00	93
Hoop_229	8.70	6.10	14.75	0.05	94
Hoop_230	8.80	5.90	14.70	0.00	92
Hoop_232	11.40	7.25	18.65	0.00	92
Hoop_233	12.70	8.25	20.95	0.00	94
Hoop_234	12.30	7.80	20.10	0.00	92
Hoop_235	11.20	6.10	17.30	0.00	93
Hoop_236	10.60	7.40	18.00	0.00	93
Hoop_237	11.10	7.00	18.10	0.00	93
Hoop_238	11.90	7.25	19.15	0.00	93
Hoop_239	4.80	3.05	7.85	0.00	91
Hoop_241	12.80	7.90	20.70	0.00	92
Hoop_242	11.50	7.05	18.50	0.05	94
Hoop_243	4.80	4.00	8.80	0.00	88
Hoop_244	10.80	6.80	17.55	0.05	94
Hoop_245	11.10	6.80	17.90	0.00	93
Hoop_246	11.80	6.72	18.48	0.05	95
Hoop_247	10.70	6.25	16.95	0.00	91
Hoop_248	12.30	6.70	19.00	0.00	93
Hoop_249	11.40	7.55	18.95	0.00	90
Ribbon_001	5.90	5.35	11.25	0.00	95
Ribbon_002	7.20	6.70	13.90	0.00	92
Ribbon_004	7.50	6.35	13.85	0.00	92
Ribbon_005	5.70	5.70	11.40	0.00	93
Ribbon_007	4.60	4.20	8.80	0.00	91
Ribbon_008	4.50	5.85	10.35	0.00	92
Ribbon_009	8.40	7.20	15.60	0.00	92
Ribbon_012	8.70	7.35	16.05	0.00	92
Ribbon_013	4.70	4.65	9.35	0.00	94
Ribbon_015	7.70	5.80	12.90	0.60	93
Ribbon_016	10.00	8.55	18.55	0.00	92
Ribbon_017	7.90	7.30	15.15	0.05	94
Ribbon_018	8.70	7.75	16.45	0.00	93
Ribbon_019	8.10	7.25	15.35	0.00	91
Ribbon_020	8.00	7.60	15.60	0.00	90
Ribbon_021	7.00	6.80	13.80	0.00	91
Ribbon_022	9.50	8.30	17.80	0.00	93
Ribbon_023	8.90	7.95	16.85	0.00	92
Ribbon_024	5.20	5.90	11.10	0.00	91
Ribbon_025	6.50	6.35	12.85	0.00	93
Ribbon_026	6.90	6.80	13.65	0.05	95
Ribbon_027	9.60	8.43	18.02	0.00	92
Ribbon_028	7.30	4.80	12.10	0.00	94
Ribbon_029	8.90	7.30	16.20	0.00	92
Ribbon_030	8.50	7.90	16.40	0.00	91
Ribbon_031	4.90	4.75	9.65	0.00	94
Ribbon_032	6.50	6.65	13.10	0.05	94
Ribbon_033	6.70	6.25	12.95	0.00	93
Ribbon_035	7.40	6.42	13.82	0.00	93
Ribbon_036	7.80	6.85	14.65	0.00	92
Ribbon_037	8.10	6.88	14.97	0.00	92
Ribbon_038	7.80	7.35	15.15	0.00	93
Ribbon_039	9.70	7.90	17.60	0.00	93
Ribbon_040	7.00	6.70	13.70	0.00	93
Ribbon_041	2.80	3.80	6.60	0.00	92
Ribbon_043	6.20	4.80	11.00	0.00	91
Ribbon_044	5.70	6.10	11.80	0.00	92
Ribbon_045	4.30	3.90	8.20	0.00	93
Ribbon_047	9.40	8.10	17.50	0.00	92
Ribbon_048	7.40	6.03	13.43	0.00	93
Ribbon_050	9.00	8.50	17.50	0.00	91
Ribbon_051	5.60	3.65	9.25	0.00	93
Ribbon_052	5.30	5.25	10.55	0.00	92
Ribbon_053	8.10	7.75	15.85	0.00	91
Ribbon_054	8.00	7.35	15.35	0.00	92
Ribbon_055	8.80	7.45	16.25	0.00	91
Ribbon_056	4.80	3.80	8.60	0.00	88
Ribbon_057	4.60	5.70	10.30	0.00	93
Ribbon_059	9.40	8.70	18.10	0.00	93
Ribbon_060	5.80	5.60	11.40	0.00	92
Ribbon_061	7.90	6.75	14.65	0.00	92
Ribbon_063	7.30	6.30	13.60	0.00	95
Ribbon_064	6.90	6.75	13.65	0.00	91
Ribbon_065	7.30	6.85	14.15	0.00	93
Ribbon_066	8.30	8.35	16.65	0.00	92
Ribbon_067	8.30	7.35	15.65	0.00	92
Ribbon_068	7.90	6.20	14.10	0.00	91
Ribbon_069	6.20	6.75	12.95	0.00	93
Ribbon_070	4.70	6.05	10.75	0.00	89
Ribbon_071	8.70	7.95	16.65	0.00	91
Ribbon_073	7.20	6.60	13.80	0.00	90
Ribbon_074	6.10	6.30	12.40	0.00	92
Ribbon_075	6.30	5.90	12.20	0.00	92
Ribbon_076	3.90	3.00	6.90	0.00	90
Ribbon_077	6.80	7.05	13.85	0.00	97
Ribbon_078	4.30	5.00	9.30	0.00	92
Ribbon_079	7.70	7.20	14.90	0.00	92
Ribbon_080	6.60	6.47	13.07	0.00	92
Ribbon_081	3.90	3.80	7.70	0.00	92
Ribbon_083	5.30	5.85	11.15	0.00	90
Ribbon_084	8.70	8.32	17.02	0.00	92
Ribbon_085	9.55	9.40	18.95	0.00	93
Ribbon_086	7.00	6.30	13.30	0.00	92
Ribbon_087	4.00	5.15	9.15	0.00	90
Ribbon_088	5.80	5.80	11.60	0.00	91
Ribbon_089	8.10	6.10	14.20	0.00	90
Ribbon_090	5.10	4.95	9.95	0.10	95
Ribbon_091	4.90	4.55	9.45	0.00	92
Ribbon_092	6.80	6.20	13.00	0.00	93
Ribbon_093	7.30	6.80	14.10	0.00	92
Ribbon_094	8.20	7.55	15.75	0.00	92
Ribbon_096	7.30	7.30	14.50	0.10	94
Ribbon_097	6.30	6.20	12.50	0.00	98
Ribbon_100	7.80	7.10	14.90	0.00	91
Ribbon_101	4.70	4.90	9.60	0.00	93
Ribbon_102	9.15	9.00	18.15	0.00	93
Ribbon_103	4.00	4.35	8.35	0.00	93
Ribbon_104	6.60	6.70	13.30	0.00	93
Ribbon_105	6.30	5.50	11.80	0.00	92
Ribbon_106	8.20	6.97	15.17	0.00	90
Ribbon_107	6.30	5.75	12.05	0.00	95
Ribbon_110	7.40	7.00	14.40	0.00	92
Ribbon_111	4.90	4.55	9.45	0.00	91
Ribbon_112	7.60	7.10	14.70	0.00	91
Ribbon_113	5.40	4.85	10.25	0.00	94
Ribbon_114	6.80	5.00	11.50	0.30	90
Ribbon_115	8.20	6.70	14.90	0.00	91
Ribbon_116	6.10	5.05	11.15	0.00	94
Ribbon_117	7.40	5.85	13.20	0.05	93
Ribbon_118	10.00	7.50	17.50	0.00	92
Ribbon_119	7.70	5.60	13.30	0.00	93
Ribbon_120	8.90	6.30	15.20	0.00	90
Ribbon_123	9.10	6.75	15.85	0.00	94
Ribbon_125	10.50	8.10	18.60	0.00	92
Ribbon_126	3.30	4.70	7.90	0.10	94
Ribbon_127	9.80	7.40	17.20	0.00	93
Ribbon_128	10.30	6.80	17.10	0.00	93
Ribbon_131	11.00	8.40	19.40	0.00	93
Ribbon_133	9.20	6.60	15.75	0.05	96
Ribbon_134	1.90	7.40	9.30	0.00	94
Ribbon_136	4.90	3.20	8.10	0.00	91
Ribbon_137	10.30	8.00	18.30	0.00	93
Ribbon_139	9.20	5.70	14.80	0.10	94
Ribbon_140	9.80	6.60	16.10	0.30	91
Ribbon_141	7.30	7.20	14.45	0.05	94
Ribbon_142	8.10	5.25	13.35	0.00	92
Ribbon_143	9.30	6.80	15.80	0.30	91
Ribbon_144	10.00	6.60	16.60	0.00	92
Ribbon_145	9.30	6.15	15.45	0.00	91
Ribbon_146	7.30	6.15	13.45	0.00	93
Ribbon_147	10.40	7.30	17.70	0.00	91
Ribbon_148	5.80	5.25	11.05	0.00	93
Ribbon_149	6.30	5.40	11.70	0.00	93
Ribbon_150	9.60	6.30	15.90	0.00	93
Ribbon_151	11.40	7.10	18.50	0.00	94
Ribbon_152	7.80	5.10	12.85	0.05	94
Ribbon_153	6.80	5.45	12.25	0.00	93
Ribbon_154	7.50	5.90	13.40	0.00	91
Ribbon_155	6.70	4.80	11.20	0.30	90
Ribbon_156	7.90	5.75	13.65	0.00	96
Ribbon_157	4.80	5.65	10.45	0.00	91
Ribbon_158	9.50	6.60	16.05	0.05	94
Ribbon_159	10.70	8.00	18.70	0.00	93
Ribbon_160	9.70	7.45	17.15	0.00	95
Ribbon_162	10.00	7.05	17.05	0.00	91
Ribbon_163	8.50	5.45	13.95	0.00	92
Ribbon_164	7.00	5.40	12.40	0.00	92
Ribbon_166	7.80	4.70	12.50	0.00	92
Ribbon_168	8.50	6.90	15.40	0.00	91
Ribbon_169	9.30	6.00	15.30	0.00	92
Ribbon_170	10.60	8.45	19.05	0.00	92
Ribbon_171	9.20	7.15	16.20	0.15	97
Ribbon_174	7.30	5.55	12.85	0.00	91
Ribbon_175	6.10	5.00	11.10	0.00	92
Ribbon_176	10.20	7.00	17.20	0.00	94
Ribbon_178	9.30	6.40	15.70	0.00	92
Ribbon_179	10.30	7.45	17.75	0.00	93
Ribbon_180	7.90	6.45	14.35	0.00	93
Ribbon_181	9.90	7.25	17.15	0.00	92
Ribbon_183	10.60	6.75	17.35	0.00	90
Ribbon_184	10.50	6.30	16.80	0.00	92
Ribbon_187	10.20	8.20	18.40	0.00	93
Ribbon_189	9.50	5.50	15.00	0.00	93
Ribbon_190	3.80	2.55	6.35	0.00	92
Ribbon_191	4.50	5.85	10.35	0.00	91
Ribbon_193	7.10	5.45	12.55	0.00	91
Ribbon_195	7.30	4.50	11.80	0.00	92
Ribbon_196	8.30	5.40	13.70	0.00	91
Ribbon_197	6.80	4.15	10.90	0.05	96
Ribbon_198	11.90	8.90	20.70	0.10	94
Ribbon_199	8.30	6.45	14.75	0.00	92
Ribbon_201	11.80	8.50	20.30	0.00	92
Ribbon_202	6.90	5.80	12.70	0.00	92
Ribbon_203	6.80	5.35	12.10	0.05	94
Ribbon_204	11.10	7.35	18.45	0.00	92
Ribbon_205	4.70	2.35	6.45	0.60	94
Ribbon_206	6.60	3.88	10.47	0.00	93
Ribbon_207	10.60	7.80	18.40	0.00	92
Ribbon_209	9.20	7.85	17.05	0.00	93
Ribbon_210	10.20	8.75	18.95	0.00	91
Ribbon_211	8.20	6.30	14.50	0.00	93
Ribbon_212	5.60	4.25	9.85	0.00	92
Ribbon_214	6.80	5.30	12.10	0.00	91
Ribbon_215	8.50	6.05	14.55	0.00	93
Ribbon_218	8.20	6.45	14.65	0.00	96
Ribbon_219	9.00	5.05	13.75	0.30	92
Ribbon_220	5.60	4.55	10.15	0.00	90
Ribbon_221	7.10	5.70	12.80	0.00	92
Ribbon_223	7.40	6.10	13.50	0.00	93
Ribbon_225	4.90	2.90	7.80	0.00	92
Ribbon_226	6.20	5.30	11.50	0.00	93
Ribbon_227	6.40	6.30	12.70	0.00	93
Ribbon_229	7.80	5.80	13.60	0.00	91
Ribbon_230	8.50	6.20	14.70	0.00	93
Ribbon_231	10.40	7.40	17.80	0.00	94
Ribbon_232	7.80	6.05	13.85	0.00	92
Ribbon_233	7.20	5.95	13.15	0.00	91
Ribbon_234	7.10	4.60	11.65	0.05	95
Ribbon_235	4.30	4.05	8.35	0.00	92
Ribbon_237	10.00	6.90	16.90	0.00	92
Ribbon_238	8.60	7.05	15.65	0.00	91
Ribbon_239	10.40	7.80	18.20	0.00	92
Ribbon_240	8.00	6.65	14.65	0.00	93
Ribbon_241	8.80	5.45	14.25	0.00	92
Ribbon_242	9.00	5.80	14.80	0.00	92
Ribbon_243	8.20	6.15	14.35	0.00	91
Ribbon_244	12.40	8.75	21.15	0.00	93
Ribbon_247	7.10	5.40	12.50	0.00	93
Ribbon_248	11.10	8.25	19.35	0.00	94
Ribbon_250	10.50	7.60	18.05	0.05	94
